OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398442,,Not Detected,,Dilantin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67466,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",6/13/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398462,,,,Metformin,Dissolved,44.5,ng/l,,Accepted,,Estimated,,,,,,,,,,A bracketing continuing calibration verification sample did not meet the method's data quality or variability acceptance criteria,67492,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",6/13/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398485,,Not Detected,,Tramadol,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67517,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",6/13/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398505,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398511,,Not Detected,,Glyburide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard,68002,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",6/13/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398525,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398540,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398543,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398565,,,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,70.7,ng/l,,Accepted,,Actual,,,,,,,,,,,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398603,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398641,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401806,5/26/2014,10:30:00,EDT,USGS-02335910,NWIS-98398721,,,,Diazinon-D10,Dissolved,97.2,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/10/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347446,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/4/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347447,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/4/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347456,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard Value reloaded per NWQL Rapi-Note 18-08,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347463,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Value reloaded per NWQL Rapi-Note 18-08,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347464,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Value reloaded per NWQL Rapi-Note 18-08,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347476,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Value reloaded per NWQL Rapi-Note 18-08,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347479,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/4/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347501,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Value reloaded per NWQL Rapi-Note 18-08,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347539,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Value reloaded per NWQL Rapi-Note 18-08,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347578,,,,Metochlor ESA,Dissolved,51.1,ng/l,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/4/2014,,,,,,,below the reporting level but at or above the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01401652,5/19/2014,14:30:00,EDT,USGS-02183650,NWIS-98347661,,,,Diazinon-D10,Dissolved,104,%,,Accepted,,Actual,,,,,,,,,,Value reloaded per NWQL Rapi-Note 18-08,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/5/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694626,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/18/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694627,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/18/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694636,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694643,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694644,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694656,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694659,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/18/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694681,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to lowest detected instrument detection level standard,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694719,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694758,,,,Metochlor ESA,Dissolved,39,ng/l,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/18/2014,,,,,,,below the reporting level but at or above the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01400912,3/6/2014,14:00:00,EST,USGS-02226160,NWIS-97694843,,,,Diazinon-D10,Dissolved,103,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122439,,Not Detected,,Tetrachloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34475,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",8/17/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122441,,Not Detected,,"1,1-Dichloroethene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34501,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",8/17/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122446,,Not Detected,,"trans-1,2-Dichloroethylene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,,34546,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",8/17/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122454,,Not Detected,,Trichloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,39180,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",8/17/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122456,,Not Detected,,HCFC-22,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,45028,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",8/17/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122457,,Not Detected,,HFC-152a,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,49538,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",8/17/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122464,,Not Detected,,CFC-114,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,50985,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",8/17/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122506,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122507,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122516,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122523,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122525,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122537,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122540,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/19/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122562,,,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,28.7,ng/l,,Accepted,,Estimated,,,,,,,,,,The calibration residual did not meet the method's data quality or variability acceptance criteria,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/20/2014,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122600,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/20/2014,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01402626,8/13/2014,11:00:00,EDT,USGS-335246084454201,NWIS-99122639,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",8/19/2014,,,,,,,,,,,,,,NWIS
